protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
2418	Q9Y3S2	Zinc finger protein 330 OS=Homo sapiens GN=ZNF330 PE=1 SV=1	ZNF330	44018.3	0.0	65	163	6	4	1	5	4	131L	5.89606e+06	7.14181e+06	6.99991e+06	9.75223e+06	1.07436e+07	1.90804e+07	5.13395e+07	7.31186e+07	8.9837e+07	8.58534e+07	0.0670174	0.0831861	0.0815333	0.113592	0.125139	0.222244	0.597902	0.852732	1.04658	1.0	0.14308	0.156023	0.16449	0.187383	0.147851	0.0919052	0.129735	0.168432	0.116295	0.0
2419	P14635	G2/mitotic-specific cyclin-B1 OS=Homo sapiens GN=CCNB1 PE=1 SV=1	CCNB1	56841.0	0.0	91	192	5	4	0	5	4	131L	907000.0	1.54274e+06	7.48919e+06	1.50967e+07	2.42299e+07	2.76833e+07	3.75301e+07	3.92743e+07	3.80068e+07	3.50388e+07	0.0258856	0.0440296	0.21374	0.430857	0.691518	0.790075	1.0711	1.12129	1.08471	1.0	0.113274	0.144746	0.189695	0.177727	0.125058	0.15536	0.233352	0.221795	0.172061	0.0
2420	Q8WUB8	PHD finger protein 10 OS=Homo sapiens GN=PHF10 PE=1 SV=3	PHF10	66666.3	0.000547345	41	77	3	2	0	3	2	131L	1.04015e+06	1.05514e+06	2.45879e+06	6.29895e+06	8.65717e+06	1.1653e+07	1.59584e+07	1.47745e+07	1.6885e+07	1.75406e+07	0.0592993	0.0601538	0.140177	0.359106	0.493549	0.664342	0.909794	0.8423	0.962624	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2421	D6RDL3|D6RI00|D6RIX2|H0Y8M4|P30281|Q5T8J1	G1/S-specific cyclin-D3 (Fragment) OS=Homo sapiens GN=CCND3 PE=3 SV=1|G1/S-specific cyclin-D3 OS=Homo sapiens GN=CCND3 PE=3 SV=1|G1/S-specific cyclin-D3 (Fragment) OS=Homo sapiens GN=CCND3 PE=3 SV=1|G1/S-specific cyclin-D3 (Fragment) OS=Homo sapiens GN=CCND3 PE=3 SV=1|G1/S-specific cyclin-D3 OS=Homo sapiens GN=CCND3 PE=1 SV=2|G1/S-specific cyclin-D3 OS=Homo sapiens GN=CCND3 PE=1 SV=1	CCND3	5694.18|23945.8|15384.5|21331.2|35474.4|28792.0	0.0	55	55	1	1	0	1	1	131L	257532.0	1.07029e+06	1.18337e+06	2.10271e+06	4.0767e+06	5.89199e+06	6.99057e+06	8.0038e+06	9.45721e+06	8.88841e+06	0.0289739	0.120414	0.133137	0.236567	0.458653	0.662884	0.786481	0.900476	1.06399	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2422	Q96RQ3	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=3	MCCC1	91705.8	0.0	88	416	12	8	2	10	7	131L	1.46537e+06	4.39569e+06	4.19897e+06	6.05578e+06	1.09997e+07	3.98726e+07	8.10141e+07	8.04811e+07	8.75052e+07	8.01681e+07	0.018089	0.0542223	0.0521577	0.0772232	0.138761	0.497426	1.01056	1.00542	1.09239	1.0	0.0281856	0.0761841	0.0419465	0.0822151	0.0929049	0.0542535	0.162562	0.14418	0.150951	0.0
2423	P69891	Hemoglobin subunit gamma-1 OS=Homo sapiens GN=HBG1 PE=1 SV=2	HBG1	18937.3	0.0	94	516	47	1	43	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2424	P69892	Hemoglobin subunit gamma-2 OS=Homo sapiens GN=HBG2 PE=1 SV=2	HBG2	18923.3	0.0	94	534	58	1	44	10	1	131L	1.00631e+07	1.99744e+07	2.63458e+07	2.91235e+07	3.62455e+07	4.07755e+07	4.60043e+07	5.13414e+07	5.23857e+07	5.13644e+07	0.195737	0.3864	0.51177	0.564015	0.703209	0.789917	0.893971	0.998305	1.02261	1.0	0.111541	0.176609	0.197748	0.237198	0.289438	0.251734	0.279502	0.155247	0.174388	0.0
2425	Q05BX2|Q14814	MEF2D protein OS=Homo sapiens GN=MEF2D PE=1 SV=1|Myocyte-specific enhancer factor 2D OS=Homo sapiens GN=MEF2D PE=1 SV=1	MEF2D	19158.1|60485.6	0.0035035	35	59	2	2	1	1	1	131L	694155.0	823130.0	706287.0	2.45097e+06	4.36035e+06	5.13684e+06	6.87571e+06	6.43474e+06	7.10366e+06	6.35048e+06	0.109308	0.129617	0.111218	0.385951	0.686617	0.80889	1.08271	1.01327	1.1186	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2426	P10606	Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2	COX5B	15290.0	0.0214454	23	23	1	1	0	1	1	131L	3.6203e+06	2.15622e+06	3.31211e+06	3.14242e+06	1.99666e+06	2.83394e+06	2.851e+06	3.9163e+06	3.31443e+06	5.34871e+06	0.676854	0.403128	0.619235	0.58751	0.373297	0.529836	0.533026	0.732194	0.619669	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2427	Q9H467	CUE domain-containing protein 2 OS=Homo sapiens GN=CUEDC2 PE=1 SV=1	CUEDC2	35941.8	0.0	49	85	2	2	0	2	2	131L	1.32654e+06	2.2523e+06	2.86945e+06	4.01996e+06	7.71656e+06	1.0413e+07	1.73939e+07	1.97044e+07	1.94878e+07	1.8955e+07	0.0699834	0.118823	0.151382	0.212079	0.407099	0.549354	0.917642	1.03954	1.02811	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2428	Q9HD15	Steroid receptor RNA activator 1 OS=Homo sapiens GN=SRA1 PE=1 SV=1	SRA1	28577.9	0.00509832	33	85	5	3	2	3	3	131L	528033.0	442391.0	1.03806e+06	4.11009e+06	1.2385e+07	1.54693e+07	2.05175e+07	2.07294e+07	2.15267e+07	1.9692e+07	0.0268146	0.0224656	0.0527148	0.208719	0.628936	0.785564	1.04192	1.05268	1.09317	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2429	B4E0T7|E9PD99|Q96II8	Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Homo sapiens GN=LRCH3 PE=1 SV=1|Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Homo sapiens GN=LRCH3 PE=1 SV=1|Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Homo sapiens GN=LRCH3 PE=1 SV=2	LRCH3	87152.6|74770.0|93300.8	0.0	45	110	6	2	4	2	2	131L	0.0	0.0	0.0	106126.0	0.0	44835.8	343790.0	1.13591e+07	1.92004e+07	2.18711e+07	0.0	0.0	0.0	0.00485234	0.0	0.00205	0.0157189	0.519368	0.877892	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2430	Q8NCN5	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens GN=PDPR PE=1 SV=2	PDPR	110010.0	0.0	51	336	12	9	1	9	7	131L	1.83685e+06	2.24739e+06	3.92554e+06	1.65058e+07	2.86796e+07	3.15913e+07	2.96232e+07	2.9045e+07	3.2863e+07	3.16544e+07	0.0575111	0.0698442	0.121742	0.517629	0.902912	0.995709	0.934648	0.916855	1.04093	1.0	0.103369	0.132407	0.208992	0.175222	0.414277	0.314204	0.130623	0.205649	0.18614	0.0
2432	B8ZZA8	Glutaminase kidney isoform, mitochondrial OS=Homo sapiens GN=GLS PE=1 SV=1	GLS	20969.7	0.00106157	39	101	3	2	2	1	1	131L	0.0	0.0	630776.0	643780.0	870834.0	1.67172e+06	7.35959e+06	1.14705e+07	1.1352e+07	9.53409e+06	0.0	0.0	0.0661601	0.067524	0.091339	0.175342	0.771924	1.2031	1.19068	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2433	Q96C23	Aldose 1-epimerase OS=Homo sapiens GN=GALM PE=1 SV=1	GALM	42095.1	0.0	66	294	11	6	4	4	3	131L	0.0	245564.0	1.45772e+06	3.33708e+06	1.84663e+07	3.71156e+07	6.15388e+07	7.16146e+07	7.99591e+07	7.08386e+07	0.0	0.00346652	0.020578	0.0471081	0.260681	0.523945	0.868718	1.01095	1.12875	1.0	0.0	0.0139642	0.0828943	0.108601	0.111284	0.211102	0.169965	0.0698422	0.0639555	0.0
2434	Q9ULD0	2-oxoglutarate dehydrogenase-like, mitochondrial OS=Homo sapiens GN=OGDHL PE=1 SV=3	OGDHL	126035.0	0.0	61	187	6	1	6	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2435	Q6P3X3	Tetratricopeptide repeat protein 27 OS=Homo sapiens GN=TTC27 PE=1 SV=1	TTC27	109112.0	0.0	100	408	16	8	2	14	8	131L	2.244e+06	2.6263e+06	5.931e+06	8.0898e+06	1.19114e+07	1.76374e+07	8.87794e+07	2.79835e+08	3.56536e+08	3.61287e+08	0.00600421	0.00726322	0.0165582	0.0224627	0.0333275	0.0494503	0.247127	0.776143	0.986821	1.0	0.0158773	0.0195523	0.0249164	0.0407535	0.0502788	0.0626749	0.104216	0.0778744	0.0668372	0.0
2436	Q96H20	Vacuolar-sorting protein SNF8 OS=Homo sapiens GN=SNF8 PE=1 SV=1	SNF8	33772.6	0.0	71	258	9	4	1	8	4	131L	1.43972e+06	3.05972e+06	6.19485e+06	1.01219e+07	4.29622e+07	6.91456e+07	9.88234e+07	1.01683e+08	1.08094e+08	1.10144e+08	0.0132217	0.0267314	0.0546826	0.0925282	0.389515	0.625614	0.898494	0.924493	0.981624	1.0	0.0169217	0.0693608	0.10333	0.0648814	0.108229	0.205879	0.152048	0.135047	0.159799	0.0
2437	Q04864	Proto-oncogene c-Rel OS=Homo sapiens GN=REL PE=1 SV=1	REL	75461.9	0.0	58	116	5	3	0	5	3	131L	57726.8	742384.0	1.07896e+06	3.23757e+06	4.20026e+06	1.20724e+07	4.20564e+07	6.33095e+07	7.30648e+07	7.13455e+07	0.000809116	0.0096125	0.015123	0.0453787	0.0600184	0.169211	0.589474	0.887364	1.02202	1.0	0.00306592	0.0393748	0.0462664	0.0955235	0.0845396	0.0962559	0.102401	0.131584	0.147449	0.0
2438	P78406	mRNA export factor OS=Homo sapiens GN=RAE1 PE=1 SV=1	RAE1	47069.0	0.0	57	135	8	3	1	7	3	131L	235153.0	1.02316e+06	1.57116e+06	3.65591e+06	6.77176e+06	1.6104e+07	3.39457e+07	4.69076e+07	6.12001e+07	6.30572e+07	0.00365379	0.0163095	0.0249164	0.0577666	0.110247	0.25367	0.53871	0.738378	0.969844	1.0	0.0135157	0.0203456	0.0264759	0.0430808	0.110922	0.0964291	0.108104	0.150755	0.100646	0.0
2439	P17655	Calpain-2 catalytic subunit OS=Homo sapiens GN=CAPN2 PE=1 SV=6	CAPN2	90195.8	0.0	76	606	34	11	14	20	11	131L	3.42795e+06	6.10937e+06	1.30248e+07	8.97182e+07	1.85719e+08	2.18661e+08	2.35238e+08	2.50667e+08	2.46777e+08	2.43918e+08	0.0141078	0.0248116	0.0532049	0.367403	0.761003	0.896248	0.964385	1.02731	1.01241	1.0	0.0215485	0.0344106	0.0430186	0.173041	0.120715	0.130072	0.0984188	0.105158	0.0931774	0.0
2440	Q15029	116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 PE=1 SV=1	EFTUD2	123856.0	0.0	95	1144	52	20	5	47	19	131L	9.64926e+06	3.45943e+07	2.5892e+08	3.65184e+08	4.12003e+08	2.51043e+08	2.16129e+08	2.22592e+08	2.45935e+08	2.6338e+08	0.0364776	0.131443	0.991957	1.39486	1.57242	0.960916	0.827763	0.85122	0.936962	1.0	0.0371419	0.0902356	0.456148	0.636759	0.615777	0.289642	0.216397	0.198438	0.163227	0.0
2441	B5ME60|H0YKT2|H0YLC5|H0YLL6|H0YNW1|P09086|P14859|Q9UKI9|U3KQ96|U3KQN1	POU domain, class 2, transcription factor 2 OS=Homo sapiens GN=POU2F2 PE=1 SV=3|POU domain, class 2, transcription factor 2 (Fragment) OS=Homo sapiens GN=POU2F2 PE=1 SV=2|POU domain, class 2, transcription factor 3 (Fragment) OS=Homo sapiens GN=POU2F3 PE=4 SV=3|POU domain, class 2, transcription factor 2 OS=Homo sapiens GN=POU2F2 PE=1 SV=1|POU domain, class 2, transcription factor 2 OS=Homo sapiens GN=POU2F2 PE=1 SV=1|POU domain, class 2, transcription factor 2 OS=Homo sapiens GN=POU2F2 PE=1 SV=3|POU domain, class 2, transcription factor 1 OS=Homo sapiens GN=POU2F1 PE=1 SV=2|POU domain, class 2, transcription factor 3 OS=Homo sapiens GN=POU2F3 PE=2 SV=3|POU domain, class 2, transcription factor 2 (Fragment) OS=Homo sapiens GN=POU2F2 PE=1 SV=1|POU domain, class 2, transcription factor 2 (Fragment) OS=Homo sapiens GN=POU2F2 PE=4 SV=1	POU2F2|POU2F3|POU2F1	67701.5|70599.5|19292.1|56784.9|50360.5|56217.6|81351.5|52786.3|31716.8|25156.2	0.0	58	58	2	1	1	1	1	131L	346787.0	393780.0	292445.0	879403.0	1.52335e+06	3.88509e+06	9.70821e+06	1.4332e+07	1.52971e+07	1.41337e+07	0.0245362	0.0278611	0.0206914	0.0622204	0.107782	0.274882	0.686885	1.01403	1.08232	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2442	E7EMV7|Q15025	TNFAIP3-interacting protein 1 OS=Homo sapiens GN=TNIP1 PE=1 SV=1|TNFAIP3-interacting protein 1 OS=Homo sapiens GN=TNIP1 PE=1 SV=2	TNIP1	67579.4|84479.5	0.0	75	99	4	2	3	1	1	131L	182085.0	636425.0	852157.0	1.55679e+06	2.33668e+06	3.56523e+06	4.31816e+06	4.51054e+06	5.04462e+06	5.66667e+06	0.0321327	0.11231	0.150381	0.274727	0.412355	0.629158	0.762027	0.795977	0.890227	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2443	Q15024	Exosome complex component RRP42 OS=Homo sapiens GN=EXOSC7 PE=1 SV=3	EXOSC7	36553.3	0.0	60	272	10	6	2	8	6	131L	5.06802e+06	3.7926e+07	6.2899e+07	8.5074e+07	8.18829e+07	7.686e+07	6.03808e+07	3.93108e+07	2.39634e+07	2.3132e+07	0.21669	1.64776	2.72401	3.6651	3.42335	3.27591	2.55626	1.69393	1.03702	1.0	0.29335	1.98808	3.54422	4.6402	4.52118	4.32018	3.10729	1.36189	0.611682	0.0
2444	B5MCF9|O00541	Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1|Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1	PES1	79268.3|81192.3	0.0	47	147	6	4	1	5	4	131L	385209.0	955472.0	1.00929e+06	2.26828e+06	2.78967e+06	4.84231e+06	1.70372e+07	5.3511e+07	9.49457e+07	9.58432e+07	0.00406551	0.00996911	0.0105307	0.0239975	0.0301147	0.0528007	0.177761	0.558318	0.990635	1.0	0.00622799	0.0295476	0.0373136	0.0490812	0.0475215	0.102525	0.158232	0.0355132	0.100068	0.0
2445	Q15021	Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3	NCAPD2	177070.0	0.0	90	1062	41	22	10	31	20	131L	5.24152e+06	9.93275e+06	1.47234e+07	1.73993e+07	2.74134e+07	2.95371e+07	3.15314e+08	4.08144e+08	4.67976e+08	4.72035e+08	0.0104008	0.0210797	0.0316931	0.0378111	0.0587289	0.0636099	0.668833	0.865643	0.99012	1.0	0.0276827	0.0343432	0.0439062	0.0483118	0.0880732	0.0729106	0.106275	0.0939587	0.0959312	0.0
2446	B7ZKM0|Q15020	SART3 protein OS=Homo sapiens GN=SART3 PE=1 SV=1|Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1	SART3	122643.0|127449.0	0.0	79	677	27	15	6	18	12	131L	5.66098e+06	7.31755e+06	1.26086e+07	1.21398e+07	1.95938e+07	1.11722e+08	3.05201e+08	3.18292e+08	3.74737e+08	3.6162e+08	0.014589	0.0195857	0.0332107	0.0336296	0.0548438	0.311384	0.845915	0.881999	1.03599	1.0	0.0453385	0.0387949	0.0645813	0.0483796	0.0465688	0.128578	0.175734	0.147357	0.126167	0.0
2447	Q96LD8	Sentrin-specific protease 8 OS=Homo sapiens GN=SENP8 PE=1 SV=1	SENP8	27356.2	0.00105402	39	39	2	1	1	1	1	131L	40769.4	561524.0	322692.0	487853.0	530737.0	2.23158e+06	9.18878e+06	1.11028e+07	1.12872e+07	1.11761e+07	0.00364792	0.0502434	0.0288734	0.0436515	0.0474886	0.199675	0.822182	0.993445	1.00994	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2448	Q8TCG1	Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=2	KIAA1524	118672.0	0.0	68	508	22	12	3	19	12	131L	1.00467e+06	2.41697e+06	4.03793e+06	7.71483e+06	1.46555e+07	1.85346e+07	2.83043e+07	1.29915e+08	1.99995e+08	2.14874e+08	0.00456376	0.0112616	0.0188621	0.0357887	0.0674232	0.0870393	0.134439	0.605276	0.931135	1.0	0.0085984	0.0204613	0.0270387	0.047126	0.0843573	0.0741514	0.120086	0.595124	0.0548066	0.0
2449	Q99961	Endophilin-A2 OS=Homo sapiens GN=SH3GL1 PE=1 SV=1	SH3GL1	49483.7	0.0	52	302	15	7	3	12	7	131L	1.27776e+06	4.01557e+06	4.7119e+06	5.03499e+06	8.81167e+06	9.5898e+06	9.35863e+07	1.68994e+08	1.75147e+08	1.64408e+08	0.00774874	0.0242292	0.0282125	0.0304107	0.0540996	0.058505	0.571649	1.02729	1.06678	1.0	0.0207488	0.0551937	0.0735857	0.08029	0.118391	0.129978	0.123036	0.172192	0.120304	0.0
2450	Q99963	Endophilin-A3 OS=Homo sapiens GN=SH3GL3 PE=1 SV=1	SH3GL3	46535.1	0.0	50	82	3	1	2	1	1	131L	157706.0	342913.0	163032.0	708609.0	930234.0	1.31034e+06	1.72641e+06	6.23376e+06	9.15944e+06	9.42596e+06	0.016731	0.0363797	0.0172961	0.0751763	0.0986885	0.139014	0.183154	0.66134	0.971725	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2451	G3V1D4|H0YIA8|J3KN23|O14910|Q9NUP9	Lin-7 homolog C (C. elegans), isoform CRA_b OS=Homo sapiens GN=LIN7C PE=1 SV=1|Protein lin-7 homolog A (Fragment) OS=Homo sapiens GN=LIN7A PE=4 SV=1|Protein lin-7 homolog A OS=Homo sapiens GN=LIN7A PE=4 SV=1|Protein lin-7 homolog A OS=Homo sapiens GN=LIN7A PE=1 SV=2|Protein lin-7 homolog C OS=Homo sapiens GN=LIN7C PE=1 SV=1	LIN7C|LIN7A	22038.2|21862.7|13142.1|29532.1|24913.6	0.00348779	35	35	2	1	0	2	1	131L	3.79725e+06	3.78142e+06	5.12036e+06	9.91837e+06	2.08872e+07	3.04299e+07	3.57661e+07	4.50674e+07	4.85329e+07	4.69088e+07	0.0809495	0.0806121	0.109156	0.211439	0.445273	0.648704	0.762461	0.960746	1.03462	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2452	Q9NUP7	tRNA:m(4)X modification enzyme TRM13 homolog OS=Homo sapiens GN=TRMT13 PE=1 SV=2	TRMT13	65838.8	0.00105625	39	101	4	3	0	4	3	131L	1.97124e+06	2.68173e+06	2.95536e+06	4.17451e+06	8.12987e+06	2.35986e+07	3.68095e+07	4.68333e+07	5.04132e+07	5.28342e+07	0.0373099	0.0507575	0.0559366	0.0790116	0.153875	0.446653	0.696699	0.886421	0.954177	1.0	0.162896	0.218327	0.140246	0.251021	0.155152	0.433743	0.189868	0.241941	0.126757	0.0
2453	Q9H9A6	Leucine-rich repeat-containing protein 40 OS=Homo sapiens GN=LRRC40 PE=1 SV=1	LRRC40	76741.0	0.0	67	652	26	15	0	24	13	131L	6.51926e+06	1.39132e+07	2.21312e+07	2.87688e+07	3.99265e+07	4.17989e+07	2.42947e+08	3.61987e+08	3.85325e+08	3.71171e+08	0.017382	0.036951	0.0595682	0.0770848	0.106768	0.11209	0.653919	0.975392	1.03715	1.0	0.020001	0.053806	0.0427298	0.0616799	0.0998124	0.0925821	0.0897245	0.102624	0.104662	0.0
2454	P49448	Glutamate dehydrogenase 2, mitochondrial OS=Homo sapiens GN=GLUD2 PE=1 SV=2	GLUD2	69758.3	0.0	97	618	29	4	24	5	4	131L	0.0	0.0	393836.0	2.65473e+06	6.83519e+06	1.0309e+07	1.23949e+07	1.19618e+07	1.67058e+07	1.40908e+07	0.0	0.0	0.0261908	0.188401	0.485082	0.744711	0.880567	0.848906	1.18558	1.0	0.0	0.0	0.0752563	0.28395	0.406037	0.7647	0.376414	0.343701	0.344859	0.0
2455	Q9H9A5	CCR4-NOT transcription complex subunit 10 OS=Homo sapiens GN=CNOT10 PE=1 SV=1	CNOT10	96231.0	0.0	44	82	3	2	0	3	2	131L	0.0	151973.0	461437.0	597433.0	571482.0	3.39736e+06	7.29235e+06	9.97102e+06	1.03429e+07	1.04593e+07	0.0	0.01453	0.0441175	0.05712	0.0546388	0.324818	0.697214	0.953318	0.988878	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2456	B8ZZF6|C9J128|C9J173|C9J2Z6|E7ENF2|E7ET59|E7EUX4|P49441	Inositol polyphosphate 1-phosphatase (Fragment) OS=Homo sapiens GN=INPP1 PE=1 SV=1|Inositol polyphosphate 1-phosphatase (Fragment) OS=Homo sapiens GN=INPP1 PE=1 SV=1|Inositol polyphosphate 1-phosphatase (Fragment) OS=Homo sapiens GN=INPP1 PE=1 SV=1|Inositol polyphosphate 1-phosphatase (Fragment) OS=Homo sapiens GN=INPP1 PE=1 SV=1|Inositol polyphosphate 1-phosphatase (Fragment) OS=Homo sapiens GN=INPP1 PE=1 SV=1|Inositol polyphosphate 1-phosphatase (Fragment) OS=Homo sapiens GN=INPP1 PE=1 SV=1|Inositol polyphosphate 1-phosphatase (Fragment) OS=Homo sapiens GN=INPP1 PE=1 SV=1|Inositol polyphosphate 1-phosphatase OS=Homo sapiens GN=INPP1 PE=1 SV=1	INPP1	20619.2|10009.7|19272.4|12592.9|27459.7|24982.4|27346.6|49811.2	0.0	44	80	4	2	1	3	2	131L	221824.0	597572.0	1.71666e+06	1.2582e+07	2.51938e+07	2.49914e+07	3.07501e+07	2.97013e+07	3.02563e+07	2.8295e+07	0.00783969	0.0211193	0.0606701	0.444673	0.890398	0.883245	1.08677	1.0497	1.06932	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2457	Q8IWZ8	SURP and G-patch domain-containing protein 1 OS=Homo sapiens GN=SUGP1 PE=1 SV=2	SUGP1	86518.5	0.0122034	28	55	2	2	0	2	2	131L	973011.0	981240.0	1.69237e+06	3.04546e+06	4.88925e+06	5.90109e+06	2.31229e+07	3.59322e+07	4.80758e+07	4.98915e+07	0.0195025	0.0196675	0.0339211	0.0610417	0.0979976	0.118278	0.463465	0.720208	0.963606	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2458	H0YDP7|Q13405	39S ribosomal protein L49, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL49 PE=1 SV=1|39S ribosomal protein L49, mitochondrial OS=Homo sapiens GN=MRPL49 PE=1 SV=1	MRPL49	16335.0|21076.3	0.0020555	37	37	1	1	0	1	1	131L	0.0	292895.0	142470.0	955291.0	1.64549e+06	879701.0	3.12525e+06	2.79729e+06	3.12783e+06	3.35196e+06	0.0	0.0873802	0.0425034	0.284995	0.490905	0.262444	0.932366	0.834524	0.933134	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2459	Q13404	Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens GN=UBE2V1 PE=1 SV=2	UBE2V1	18660.8	0.0	56	208	20	3	10	10	3	131L	4.85277e+06	6.51636e+06	1.27746e+07	4.40224e+07	6.35952e+07	6.72952e+07	7.09057e+07	7.42867e+07	7.79774e+07	7.73682e+07	0.0608517	0.0828343	0.163596	0.564143	0.812923	0.859667	0.909947	0.957776	1.00553	1.0	0.116894	0.157744	0.0533369	0.306093	0.353207	0.429646	0.2526	0.163583	0.194418	0.0
2460	Q13409	Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3	DYNC1I2	80977.8	0.0	81	207	7	5	2	5	5	131L	1.09409e+06	3.04565e+06	1.36494e+07	3.37241e+07	3.35403e+07	3.1362e+07	6.0277e+07	6.36979e+07	7.30666e+07	6.08567e+07	0.0183475	0.0500463	0.224287	0.554156	0.549989	0.515342	0.987964	1.04669	1.19068	1.0	0.098506	0.236245	0.834395	0.317941	0.30129	0.264066	0.400225	0.364983	0.548848	0.0
2461	E5RJR5|P63208	S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=1|S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2	SKP1	23004.3|22713.1	0.0	89	243	10	5	4	6	4	131L	3.95886e+06	1.0234e+07	1.7541e+07	2.79446e+07	4.41767e+07	4.57504e+07	4.76174e+07	4.9602e+07	4.81071e+07	4.64586e+07	0.0855924	0.2189	0.377172	0.597878	0.952902	0.988248	1.02494	1.06544	1.03712	1.0	0.125406	0.297626	0.16017	0.183063	0.202599	0.276571	0.222943	0.271119	0.322944	0.0
2462	K7EL62|O95837|P29992|P50148	Guanine nucleotide-binding protein subunit alpha-11 (Fragment) OS=Homo sapiens GN=GNA11 PE=1 SV=1|Guanine nucleotide-binding protein subunit alpha-14 OS=Homo sapiens GN=GNA14 PE=2 SV=1|Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens GN=GNA11 PE=1 SV=2|Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens GN=GNAQ PE=1 SV=4	GNA11|GNA14|GNAQ	30050.8|47271.1|47881.5|47442.0	0.0	44	70	4	1	3	1	1	131L	0.0	0.0	380623.0	2.80581e+06	3.45766e+06	5.61064e+06	8.82361e+06	1.21696e+07	1.21671e+07	7.2127e+06	0.0	0.0	0.0527713	0.38901	0.479386	0.777884	1.22334	1.68724	1.6869	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
